,ano,nivel_1,nivel_2,nivel_3,nivel_4,nivel_5,nivel_6,tipo_emissao,gas,atividade_economica,produto,emissao
262740,2010,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,CO2e (t) GTP-AR5,PROD_COMB,,0.0
262741,2011,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,CO2e (t) GTP-AR5,PROD_COMB,,0.0
262742,2012,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,CO2e (t) GTP-AR5,PROD_COMB,,0.0
262743,2013,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,CO2e (t) GTP-AR5,PROD_COMB,,0.0
262744,2014,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,CO2e (t) GTP-AR5,PROD_COMB,,0.0
262745,2015,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,CO2e (t) GTP-AR5,PROD_COMB,,0.0
262746,2016,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,CO2e (t) GTP-AR5,PROD_COMB,,0.0
262747,2017,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,CO2e (t) GTP-AR5,PROD_COMB,,0.0
262748,2018,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,CO2e (t) GTP-AR5,PROD_COMB,,0.0
262749,2019,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,CO2e (t) GTP-AR5,PROD_COMB,,0.0
262750,1970,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,CO2e (t) GWP-AR2,PROD_COMB,,0.0
262751,1971,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,CO2e (t) GWP-AR2,PROD_COMB,,0.0
262752,1972,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,CO2e (t) GWP-AR2,PROD_COMB,,0.0
262753,1973,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,CO2e (t) GWP-AR2,PROD_COMB,,0.0
262754,1974,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,CO2e (t) GWP-AR2,PROD_COMB,,0.0
262755,1975,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,CO2e (t) GWP-AR2,PROD_COMB,,0.0
262756,1976,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,CO2e (t) GWP-AR2,PROD_COMB,,0.0
262757,1977,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,CO2e (t) GWP-AR2,PROD_COMB,,0.0
262758,1978,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,CO2e (t) GWP-AR2,PROD_COMB,,0.0
262759,1979,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,CO2e (t) GWP-AR2,PROD_COMB,,0.0
262760,1980,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,CO2e (t) GWP-AR2,PROD_COMB,,0.0
262761,1981,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,CO2e (t) GWP-AR2,PROD_COMB,,0.0
262762,1982,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,CO2e (t) GWP-AR2,PROD_COMB,,0.0
262763,1983,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,CO2e (t) GWP-AR2,PROD_COMB,,0.0
262764,1984,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,CO2e (t) GWP-AR2,PROD_COMB,,0.0
262765,1985,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,CO2e (t) GWP-AR2,PROD_COMB,,0.0
262766,1986,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,CO2e (t) GWP-AR2,PROD_COMB,,0.0
262767,1987,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,CO2e (t) GWP-AR2,PROD_COMB,,0.0
262768,1988,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,CO2e (t) GWP-AR2,PROD_COMB,,700094.61
262769,1989,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,CO2e (t) GWP-AR2,PROD_COMB,,723431.1
262770,1990,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,CO2e (t) GWP-AR2,PROD_COMB,,863450.02
262771,1991,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,CO2e (t) GWP-AR2,PROD_COMB,,536739.2
262772,1992,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,CO2e (t) GWP-AR2,PROD_COMB,,933459.48
262773,1993,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,CO2e (t) GWP-AR2,PROD_COMB,,1633554.1
262774,1994,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,CO2e (t) GWP-AR2,PROD_COMB,,0.0
262775,1995,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,CO2e (t) GWP-AR2,PROD_COMB,,0.0
262776,1996,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,CO2e (t) GWP-AR2,PROD_COMB,,0.0
262777,1997,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,CO2e (t) GWP-AR2,PROD_COMB,,466731.33
262778,1998,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,CO2e (t) GWP-AR2,PROD_COMB,,0.0
262779,1999,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,CO2e (t) GWP-AR2,PROD_COMB,,0.0
262780,2000,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,CO2e (t) GWP-AR2,PROD_COMB,,0.0
262781,2001,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,CO2e (t) GWP-AR2,PROD_COMB,,0.0
262782,2002,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,CO2e (t) GWP-AR2,PROD_COMB,,0.0
262783,2003,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,CO2e (t) GWP-AR2,PROD_COMB,,0.0
262784,2004,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,CO2e (t) GWP-AR2,PROD_COMB,,0.0
262785,2005,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,CO2e (t) GWP-AR2,PROD_COMB,,0.0
262786,2006,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,CO2e (t) GWP-AR2,PROD_COMB,,0.0
262787,2007,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,CO2e (t) GWP-AR2,PROD_COMB,,933840.98
262788,2008,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,CO2e (t) GWP-AR2,PROD_COMB,,0.0
262789,2009,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,CO2e (t) GWP-AR2,PROD_COMB,,0.0
262790,2010,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,CO2e (t) GWP-AR2,PROD_COMB,,0.0
262791,2011,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,CO2e (t) GWP-AR2,PROD_COMB,,0.0
262792,2012,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,CO2e (t) GWP-AR2,PROD_COMB,,0.0
262793,2013,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,CO2e (t) GWP-AR2,PROD_COMB,,0.0
262794,2014,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,CO2e (t) GWP-AR2,PROD_COMB,,0.0
262795,2015,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,CO2e (t) GWP-AR2,PROD_COMB,,0.0
262796,2016,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,CO2e (t) GWP-AR2,PROD_COMB,,0.0
262797,2017,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,CO2e (t) GWP-AR2,PROD_COMB,,0.0
262798,2018,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,CO2e (t) GWP-AR2,PROD_COMB,,0.0
262799,2019,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,CO2e (t) GWP-AR2,PROD_COMB,,0.0
262800,1970,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,CO2e (t) GWP-AR4,PROD_COMB,,0.0
262801,1971,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,CO2e (t) GWP-AR4,PROD_COMB,,0.0
262802,1972,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,CO2e (t) GWP-AR4,PROD_COMB,,0.0
262803,1973,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,CO2e (t) GWP-AR4,PROD_COMB,,0.0
262804,1974,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,CO2e (t) GWP-AR4,PROD_COMB,,0.0
262805,1975,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,CO2e (t) GWP-AR4,PROD_COMB,,0.0
262806,1976,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,CO2e (t) GWP-AR4,PROD_COMB,,0.0
262807,1977,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,CO2e (t) GWP-AR4,PROD_COMB,,0.0
262808,1978,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,CO2e (t) GWP-AR4,PROD_COMB,,0.0
262809,1979,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,CO2e (t) GWP-AR4,PROD_COMB,,0.0
262810,1980,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,CO2e (t) GWP-AR4,PROD_COMB,,0.0
262811,1981,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,CO2e (t) GWP-AR4,PROD_COMB,,0.0
262812,1982,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,CO2e (t) GWP-AR4,PROD_COMB,,0.0
262813,1983,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,CO2e (t) GWP-AR4,PROD_COMB,,0.0
262814,1984,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,CO2e (t) GWP-AR4,PROD_COMB,,0.0
262815,1985,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,CO2e (t) GWP-AR4,PROD_COMB,,0.0
262816,1986,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,CO2e (t) GWP-AR4,PROD_COMB,,0.0
262817,1987,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,CO2e (t) GWP-AR4,PROD_COMB,,0.0
262818,1988,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,CO2e (t) GWP-AR4,PROD_COMB,,700133.37
262819,1989,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,CO2e (t) GWP-AR4,PROD_COMB,,723471.15
262820,1990,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,CO2e (t) GWP-AR4,PROD_COMB,,863497.82
262821,1991,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,CO2e (t) GWP-AR4,PROD_COMB,,536768.92
262822,1992,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,CO2e (t) GWP-AR4,PROD_COMB,,933511.16
262823,1993,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,CO2e (t) GWP-AR4,PROD_COMB,,1633644.5
262824,1994,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,CO2e (t) GWP-AR4,PROD_COMB,,0.0
262825,1995,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,CO2e (t) GWP-AR4,PROD_COMB,,0.0
262826,1996,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,CO2e (t) GWP-AR4,PROD_COMB,,0.0
262827,1997,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,CO2e (t) GWP-AR4,PROD_COMB,,466757.47
262828,1998,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,CO2e (t) GWP-AR4,PROD_COMB,,0.0
262829,1999,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,CO2e (t) GWP-AR4,PROD_COMB,,0.0
262830,2000,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,CO2e (t) GWP-AR4,PROD_COMB,,0.0
262831,2001,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,CO2e (t) GWP-AR4,PROD_COMB,,0.0
262832,2002,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,CO2e (t) GWP-AR4,PROD_COMB,,0.0
262833,2003,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,CO2e (t) GWP-AR4,PROD_COMB,,0.0
262834,2004,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,CO2e (t) GWP-AR4,PROD_COMB,,0.0
262835,2005,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,CO2e (t) GWP-AR4,PROD_COMB,,0.0
262836,2006,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,CO2e (t) GWP-AR4,PROD_COMB,,0.0
262837,2007,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,CO2e (t) GWP-AR4,PROD_COMB,,933894.19
262838,2008,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,CO2e (t) GWP-AR4,PROD_COMB,,0.0
262839,2009,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,CO2e (t) GWP-AR4,PROD_COMB,,0.0
262840,2010,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,CO2e (t) GWP-AR4,PROD_COMB,,0.0
262841,2011,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,CO2e (t) GWP-AR4,PROD_COMB,,0.0
262842,2012,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,CO2e (t) GWP-AR4,PROD_COMB,,0.0
262843,2013,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,CO2e (t) GWP-AR4,PROD_COMB,,0.0
262844,2014,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,CO2e (t) GWP-AR4,PROD_COMB,,0.0
262845,2015,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,CO2e (t) GWP-AR4,PROD_COMB,,0.0
262846,2016,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,CO2e (t) GWP-AR4,PROD_COMB,,0.0
262847,2017,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,CO2e (t) GWP-AR4,PROD_COMB,,0.0
262848,2018,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,CO2e (t) GWP-AR4,PROD_COMB,,0.0
262849,2019,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,CO2e (t) GWP-AR4,PROD_COMB,,0.0
262850,1970,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,CO2e (t) GWP-AR5,PROD_COMB,,0.0
262851,1971,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,CO2e (t) GWP-AR5,PROD_COMB,,0.0
262852,1972,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,CO2e (t) GWP-AR5,PROD_COMB,,0.0
262853,1973,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,CO2e (t) GWP-AR5,PROD_COMB,,0.0
262854,1974,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,CO2e (t) GWP-AR5,PROD_COMB,,0.0
262855,1975,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,CO2e (t) GWP-AR5,PROD_COMB,,0.0
262856,1976,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,CO2e (t) GWP-AR5,PROD_COMB,,0.0
262857,1977,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,CO2e (t) GWP-AR5,PROD_COMB,,0.0
262858,1978,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,CO2e (t) GWP-AR5,PROD_COMB,,0.0
262859,1979,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,CO2e (t) GWP-AR5,PROD_COMB,,0.0
262860,1980,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,CO2e (t) GWP-AR5,PROD_COMB,,0.0
262861,1981,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,CO2e (t) GWP-AR5,PROD_COMB,,0.0
262862,1982,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,CO2e (t) GWP-AR5,PROD_COMB,,0.0
262863,1983,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,CO2e (t) GWP-AR5,PROD_COMB,,0.0
262864,1984,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,CO2e (t) GWP-AR5,PROD_COMB,,0.0
262865,1985,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,CO2e (t) GWP-AR5,PROD_COMB,,0.0
262866,1986,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,CO2e (t) GWP-AR5,PROD_COMB,,0.0
262867,1987,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,CO2e (t) GWP-AR5,PROD_COMB,,0.0
262868,1988,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,CO2e (t) GWP-AR5,PROD_COMB,,700132.52
262869,1989,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,CO2e (t) GWP-AR5,PROD_COMB,,723470.27
262870,1990,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,CO2e (t) GWP-AR5,PROD_COMB,,863496.77
262871,1991,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,CO2e (t) GWP-AR5,PROD_COMB,,536768.26
262872,1992,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,CO2e (t) GWP-AR5,PROD_COMB,,933510.02
262873,1993,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,CO2e (t) GWP-AR5,PROD_COMB,,1633642.5
262874,1994,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,CO2e (t) GWP-AR5,PROD_COMB,,0.0
262875,1995,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,CO2e (t) GWP-AR5,PROD_COMB,,0.0
262876,1996,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,CO2e (t) GWP-AR5,PROD_COMB,,0.0
262877,1997,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,CO2e (t) GWP-AR5,PROD_COMB,,466757.13
262878,1998,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,CO2e (t) GWP-AR5,PROD_COMB,,0.0
262879,1999,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,CO2e (t) GWP-AR5,PROD_COMB,,0.0
